title,authors,year,venue,abstract,arxiv_url,arxiv_id,doi,field,source_api,extra
Piecewise integrability of the discrete Hasimoto map for analytic prediction and design of helical peptides,Yiquan Wang,2026,q-bio.BM,"The representation of protein backbone geometry through the discrete nonlinear Schrödinger equation provides a theoretical connection between biological structure and integrable systems. Although the global application of this framework is constrained by chiral degeneracies and non-local interactions, helical peptides can be modeled as piecewise integrable systems where the discrete Hasimoto map remains applicable within specific geometric boundaries. We delineate these boundaries through an analytic mapping $(φ,ψ) \rightarrow (κ,τ)$ between biochemical dihedral angles and Frenet frame parameters for 50 helical peptide chains. This transformation is globally information-preserving but ill-conditioned within the helical basin (median Jacobian condition number 31), suggesting chiral information loss arises primarily from local coordinate compression rather than topological singularities. Using a local integrability error $E[n]$ derived from the discrete dispersion relation, we show deviations from integrability are driven predominantly by torsion non-uniformity, while curvature remains rigid. This metric identifies integrable islands where the analytic dispersion relation predicts backbone coordinates with sub-angstrom accuracy (median RMSD 0.77\,Å), enabling a segmentation strategy that isolates structural defects and trims non-integrable terminal fraying. Evaluating only these integrable islands, the dispersion relation extracts high-accuracy structural cores for 88\% of the dataset. Inverse backbone design is feasible within a defined integrability zone where the design constraint reduces essentially to controlling torsion uniformity. These findings advance the Hasimoto formalism from a qualitative descriptor toward a precise quantitative framework for analyzing and designing local protein geometry within the limits of piecewise integrability.",https://arxiv.org/abs/2602.16255v2,2602.16255v2,,Chemistry,arXiv,{}
Exploring Drug Safety Through Knowledge Graphs: Protein Kinase Inhibitors as a Case Study,David Jackson; Michael Gertz; Jürgen Hesser,2026,q-bio.BM,"Adverse Drug Reactions (ADRs) are a leading cause of morbidity and mortality. Existing prediction methods rely mainly on chemical similarity, machine learning on structured databases, or isolated target profiles, but often fail to integrate heterogeneous, partly unstructured evidence effectively. We present a knowledge graph-based framework that unifies diverse sources, drug-target data (ChEMBL), clinical trial literature (PubMed), trial metadata (ClinicalTrials.gov), and post-marketing safety reports (FAERS) into a single evidence-weighted bipartite network of drugs and medical conditions. Applied to 400 protein kinase inhibitors, the resulting network enables contextual comparison of efficacy (HR, PFS, OS), phenotypic and target similarity, and ADR prediction via target-to-adverse-event correlations. A non-small cell lung cancer case study correctly highlights established and candidate drugs, target communities (ERbB, ALK, VEGF), and tolerability differences. Designed as an orthogonal, extensible analysis and search tool rather than a replacement for current models, the framework excels at revealing complex patterns, supporting hypothesis generation, and enhancing pharmacovigilance. Code and data are publicly available at https://github.com/davidjackson99/PKI_KG.",https://arxiv.org/abs/2603.00097v1,2603.00097v1,,Chemistry,arXiv,{}
Rethinking Diffusion Models with Symmetries through Canonicalization with Applications to Molecular Graph Generation,Cai Zhou; Zijie Chen; Zian Li; Jike Wang; Kaiyi Jiang; Pan Li; Rose Yu; Muhan Zhang; Stephen Bates; Tommi Jaakkola,2026,q-bio.BM,"Many generative tasks in chemistry and science involve distributions invariant to group symmetries (e.g., permutation and rotation). A common strategy enforces invariance and equivariance through architectural constraints such as equivariant denoisers and invariant priors. In this paper, we challenge this tradition through the alternative canonicalization perspective: first map each sample to an orbit representative with a canonical pose or order, train an unconstrained (non-equivariant) diffusion or flow model on the canonical slice, and finally recover the invariant distribution by sampling a random symmetry transform at generation time. Building on a formal quotient-space perspective, our work provides a comprehensive theory of canonical diffusion by proving: (i) the correctness, universality and superior expressivity of canonical generative models over invariant targets; (ii) canonicalization accelerates training by removing diffusion score complexity induced by group mixtures and reducing conditional variance in flow matching. We then show that aligned priors and optimal transport act complementarily with canonicalization and further improves training efficiency. We instantiate the framework for molecular graph generation under $S_n \times SE(3)$ symmetries. By leveraging geometric spectra-based canonicalization and mild positional encodings, canonical diffusion significantly outperforms equivariant baselines in 3D molecule generation tasks, with similar or even less computation. Moreover, with a novel architecture Canon, CanonFlow achieves state-of-the-art performance on the challenging GEOM-DRUG dataset, and the advantage remains large in few-step generation.",https://arxiv.org/abs/2602.15022v1,2602.15022v1,,Chemistry,arXiv,{}
Conformational landscapes in cryo-ET data based on MD simulations,Slavica Jonic,2026,q-bio.BM,"Cryo-electron tomography (cryo-ET) provides a unique window into molecular organization in cellular environments (in situ). However, the interpretation of molecular structural information is complicated by several intrinsic properties of cryo-ET data, such as noise, missing wedge, and continuous conformational variability of the molecules. Additionally, in crowded in situ environments, the number of particles extracted is sometimes small and precludes extensive classification into discrete states. These challenges shift the emphasis from high-resolution structure determination toward validation and interpretation of low-resolution density maps, and analysis of conformational flexibility. Molecular Dynamics (MD) simulations are particularly well suited to this task, as they provide a physically grounded way to explore continuous conformation transitions consistent with both experimental data and molecular energetics. This review focuses on the roles of MD simulations in cryo-ET, emphasizing their use in emerging methods for conformational landscape determination and their contribution to gain new biological insight.",https://arxiv.org/abs/2602.14328v1,2602.14328v1,,Chemistry,arXiv,{}
Physical principles of building protein megacomplexes in a crowded milieu,Jiayi Wang; Jules Nde; Andrei G. Gasic; Jacob Haseley; Margaret S. Cheung,2026,q-bio.BM,"Multiple phenotypic protein expressions arising from one genome represent variations in the protein relative abundance and their stoichiometry. A lack of definite compositional parts challenges the modeling of protein megacomplexes and cellular architectures. Despite the advances in protein structural predictions with AI, the mechanism of protein interactions and the emergence of megacomplexes they assemble remains unclear. Here, we present a statistical physics framework of grand canonical ensemble to explore the protein interactions that drive the emergent assembly of a megacomplex using the observational mass spectrometry datasets including protein relative abundance and the cross linked connections. Using chromatin remodeler megacomplex, INO80, as an example, we discovered a class of divergent protein that plays a critical role in orchestrating the assembly beyond nearest neighbors, dependent on the excluded volumes exerted by others. With the constraints of the excluded volumes by varying crowding contents, these divergent subunits orchestrate and form clusters with selective components growing into configurationally distinct architectures. We propose a machinery view for the INO80 chromatin remodeler complex where each loosely associated subunits can be occasionally recruited for parts as attachment into a core assembly driven by excluded volumes. Our computational framework provides a mechanistic insight into taking the macromolecular crowding as necessary physicochemical variables representing cell states to remodel the configurations of protein megacomplexes with structurally loose modules.",https://arxiv.org/abs/2602.14005v2,2602.14005v2,,Chemistry,arXiv,{}
Hermes: Large DEL Datasets Train Generalizable Protein-Ligand Binding Prediction Models,Maxwell Kleinsasser; Brayden J. Halverson; Edward Kraft; Sean Francis-Lyon; Sarah E. Hugo; Mackenzie R. Roman; Ben Miller; Andrew D. Blevins; Ian K. Quigley,2026,q-bio.BM,"The quality and consistency of training data remain critical bottlenecks for protein-ligand binding prediction. Public affinity datasets, aggregated from thousands of labs and assay formats, introduce biases that limit model generalization and complicate evaluation. DNA-encoded chemical libraries (DELs) offer a potential solution: unified experimental protocols generating massive binding datasets across diverse chemical and protein target space. We present Hermes, a lightweight transformer trained exclusively on DEL data from screens against hundreds of protein targets, representing one of the largest and most protein-diverse DEL training sets applied to protein-ligand interaction (PLI) modeling to date. Despite never seeing traditional affinity measurements during training, Hermes generalizes to held-out targets, novel chemical scaffolds, and external benchmarks derived from public binding data and high-throughput screens. Our results demonstrate that DEL data alone captures transferable protein-ligand interaction representations, while Hermes' minimal architecture enables inference speeds suitable for large-scale virtual screening.",https://arxiv.org/abs/2602.13503v1,2602.13503v1,,Chemistry,arXiv,{}
Protect$^*$: Steerable Retrosynthesis through Neuro-Symbolic State Encoding,Shreyas Vinaya Sathyanarayana; Shah Rahil Kirankumar; Sharanabasava D. Hiremath; Bharath Ramsundar,2026,q-bio.BM,"Large Language Models (LLMs) have shown remarkable potential in scientific domains like retrosynthesis; yet, they often lack the fine-grained control necessary to navigate complex problem spaces without error. A critical challenge is directing an LLM to avoid specific, chemically sensitive sites on a molecule - a task where unconstrained generation can lead to invalid or undesirable synthetic pathways. In this work, we introduce Protect$^*$, a neuro-symbolic framework that grounds the generative capabilities of Large Language Models (LLMs) in rigorous chemical logic. Our approach combines automated rule-based reasoning - using a comprehensive database of 55+ SMARTS patterns and 40+ characterized protecting groups - with the generative intuition of neural models. The system operates via a hybrid architecture: an ``automatic mode'' where symbolic logic deterministically identifies and guards reactive sites, and a ``human-in-the-loop mode'' that integrates expert strategic constraints. Through ``active state tracking,'' we inject hard symbolic constraints into the neural inference process via a dedicated protection state linked to canonical atom maps. We demonstrate this neuro-symbolic approach through case studies on complex natural products, including the discovery of a novel synthetic pathway for Erythromycin B, showing that grounding neural generation in symbolic logic enables reliable, expert-level autonomy.",https://arxiv.org/abs/2602.13419v1,2602.13419v1,,Chemistry,arXiv,{}
Structural barriers of the discrete Hasimoto map applied to protein backbone geometry,Yiquan Wang,2026,q-bio.BM,"Determining the three-dimensional structure of a protein from its amino-acid sequence remains a fundamental problem in biophysics. The discrete Frenet geometry of the C$_α$ backbone can be mapped, via a Hasimoto-type transform, onto a complex scalar field $ψ=κ\,e^{i\sumτ}$ satisfying a discrete nonlinear Schrödinger equation (DNLS), whose soliton solutions reproduce observed secondary-structure motifs. Whether this mapping, which provides an elegant geometric description of folded states, can be extended to a predictive framework for protein folding remains an open question. We derive an exact closed-form decomposition of the DNLS effective potential $V_{\text{eff}}=V_{\text{re}}+iV_{\text{im}}$ in terms of curvature ratios and torsion angles, validating the result to machine precision across 856 non-redundant proteins. Our analysis identifies three structural barriers to forward prediction: (i)~$V_{\text{im}}$ encodes chirality via the odd symmetry of $\sinτ$, accounting for ${\sim}31\%$ of the total information and implying a $2^N$ degeneracy if neglected; (ii)~$V_{\text{re}}$ is determined primarily (${\sim}95\%$) by local geometry, rendering it effectively sequence-agnostic; and (iii)~self-consistent field iterations fail to recover native structures (mean RMSD $= 13.1$\,Å) even with hydrogen-bond terms, yielding torsion correlations indistinguishable from zero. Constructively, we demonstrate that the residual of the DNLS dispersion relation serves as a geometric order parameter for $α$-helices (ROC AUC $= 0.72$), defining them as regions of maximal integrability. These findings establish that the Hasimoto map functions as a kinematic identity rather than a dynamical governing equation, presenting fundamental obstacles to its use as a predictive framework for protein folding.",https://arxiv.org/abs/2602.13160v1,2602.13160v1,,Chemistry,arXiv,{}
Cross-Chirality Generalization by Axial Vectors for Hetero-Chiral Protein-Peptide Interaction Design,Ziyi Yang; Zitong Tian; Yinjun Jia; Tianyi Zhang; Jiqing Zheng; Hao Wang; Yubu Su; Juncai He; Lei Liu; Yanyan Lan,2026,q-bio.BM,"D-peptide binders targeting L-proteins have promising therapeutic potential. Despite rapid advances in machine learning-based target-conditioned peptide design, generating D-peptide binders remains largely unexplored. In this work, we show that by injecting axial features to $E(3)$-equivariant (polar) vector features,it is feasible to achieve cross-chirality generalization from homo-chiral (L--L) training data to hetero-chiral (D--L) design tasks. By implementing this method within a latent diffusion model, we achieved D-peptide binder design that not only outperforms existing tools in in silico benchmarks, but also demonstrates efficacy in wet-lab validation. To our knowledge, our approach represents the first wet-lab validated generative AI for the de novo design of D-peptide binders, offering new perspectives on handling chirality in protein design.",https://arxiv.org/abs/2602.20176v1,2602.20176v1,,Chemistry,arXiv,{}
Distinguishing life from non-life via molecular frontier orbital energy gaps,José L. Ramírez-Colón; Ziqin Ni; Christopher E. Carr,2026,q-bio.BM,"Amino acids (AAs) are a key target in the search for life beyond Earth due to their extensive role in the machinery of all known life, persistence over geologic timescales, and analytical detectability. However, AAs can also arise from abiotic processes on planets and in space. For example, material from asteroid Bennu contained 33 AAs, including 15 of the 20 proteinogenic AAs that are fundamental to life's functions. Distinguishing life from non-life based on AAs in a sample remains an unsolved problem, particularly when their isotopic and structural signatures (e.g., chirality) could be altered via physicochemical processes. Here we introduce LUMOS (Life Unveiled via Molecular Orbital Signatures), a statistical framework that distinguishes life from non-life by analyzing the distribution of abundance-weighted HOMO-LUMO gap (HLG) values of AAs within a sample. Compilation of AAs datasets from diverse environments and provenances revealed that abiotic samples display highly uniform distributions of AAs HLGs. In contrast, biotic samples show greater variance and preference towards AAs with lower HLG, likely reflecting the need for life to control when, where, and how chemical reactions occur. LUMOS achieves >95% accuracy in distinguishing biotic versus abiotic provenance across diverse environmental and extraterrestrial conditions. These results suggest that varied molecular reactivity within biochemical systems may be a universal feature of life, representing an agnostic biosignature unlinked to the specific set of AAs used by life as we know it. LUMOS is compatible with existing analytical instrumentation, applicable to returned samples or in situ analyses. Broader characterization of abiotic and biotic environments will further refine the chemical boundaries separating biotic from abiotic chemical systems.",https://arxiv.org/abs/2602.18490v1,2602.18490v1,,Chemistry,arXiv,{}
Out-of-equilibrium selection pressure enhances inference from protein sequence data,Nicola Dietler; Cyril Malbranke; Anne-Florence Bitbol,2026,q-bio.BM,"Homologous proteins have similar three-dimensional structures and biological functions that shape their sequences. The resulting coevolution-driven correlations underlie methods from Potts models to AlphaFold, which infer protein structure and function from sequences. Using a minimal model, we show that fluctuating selection strength and the onset of new selection pressures improve coevolution-based inference of structural contacts. Our conclusions extend to realistic synthetic data and to the inference of interaction partners. Out-of-equilibrium noise arising from ubiquitous variations in natural selection thus enhances, rather than hinders, the success of inference from protein sequences.",https://arxiv.org/abs/2602.11427v1,2602.11427v1,,Chemistry,arXiv,{}
Towards Universal Spatial Transcriptomics Super-Resolution: A Generalist Physically Consistent Flow Matching Framework,Xinlei Huang; Weihao Dai; Zijun Qin; Xin Yu; Di Wang; Yanran Liu; Lixin Cheng; Xubin Zheng,2026,q-bio.BM,"Spatial transcriptomics provides an unprecedented perspective for deciphering tissue spatial heterogeneity. However, high-resolution spatial transcriptomic technology remains constrained by limited gene coverage, technical complexity, and high cost. Existing spatial transcriptomics super-resolution methods from low resolution data suffer from two fundamental limitations: poor out-of-distribution generalization stemming from a neglect of inherent biological heterogeneity, and a lack of physical consistency. To address these challenges, we propose SRast, a novel physically constrained generalist framework designed for robust spatial transcriptomics super-resolution. To tackle heterogeneity, SRast employs a strategic decoupling architecture that explicitly decouples gene semantics representation from spatial geometry deconvolution, utilizing self-supervised learning to align latent distributions and mitigate cross-sample shifts. Regarding physical priors, SRast reformulates the task as ratio prediction on the simplex, performing a flow matching model to learn optimal transport-based geometric transformations that strictly enforce local mass conservation. Extensive experiments across diverse species, tissues, and platforms demonstrate that SRast achieves state-of-the-art performance, exhibiting superior zero-shot generalization capabilities and ensuring physical consistency in recovering fine-grained biological structures.",https://arxiv.org/abs/2602.10644v1,2602.10644v1,,Chemistry,arXiv,{}
Drug Release Modeling using Physics-Informed Neural Networks,Daanish Aleem Qureshi; Khemraj Shukla; Vikas Srivastava,2026,q-bio.BM,"Accurate modeling of drug release is essential for designing and developing controlled-release systems. Classical models (Fick, Higuchi, Peppas) rely on simplifying assumptions that limit their accuracy in complex geometries and release mechanisms. Here, we propose a novel approach using Physics-Informed Neural Networks (PINNs) and Bayesian PINNs (BPINNs) for predicting release from planar, 1D-wrinkled, and 2D-crumpled films. This approach uniquely integrates Fick's diffusion law with limited experimental data to enable accurate long-term predictions from short-term measurements, and is systematically benchmarked against classical drug release models. We embedded Fick's second law into PINN as loss with 10,000 Latin-hypercube collocation points and utilized previously published experimental datasets to assess drug release performance through mean absolute error (MAE) and root mean square error (RMSE), considering noisy conditions and limited-data scenarios. Our approach reduced mean error by up to 40% relative to classical baselines across all film types. The PINN formulation achieved RMSE <0.05 utilizing only the first 6% of the release time data (reducing 94% of release time required for the experiments) for the planar film. For wrinkled and crumpled films, the PINN reached RMSE <0.05 in 33% of the release time data. BPINNs provide tighter and more reliable uncertainty quantification under noise. By combining physical laws with experimental data, the proposed framework yields highly accurate long-term release predictions from short-term measurements, offering a practical route for accelerated characterization and more efficient early-stage drug release system formulation.",https://arxiv.org/abs/2602.09963v1,2602.09963v1,,Chemistry,arXiv,{}
A Mathematical Theory of Redox Biology,James N. Cobley; Michalis G. Nikolaidis,2026,q-bio.BM,"Redox biology underpins signalling, metabolism, immunity, and adaptation, yet lacks a unifying theoretical framework capable of formalising structure, function, and dynamics. Current interpretations rely on descriptive catalogues of molecules and reactions, obscuring how redox behaviour emerges from constrained biochemical organisation. Here, we present a mathematical theory of redox biology that resolves this gap by treating redox systems as finite, compositional, dynamical, and spatially embedded objects. We define a structured redox state space in which admissible molecular transformations form a neutral algebra of possibilities. Biological function emerges when this structure is embedded within a wider molecular network and interpreted through weighted flux distributions. Time-dependent reweighting of these transformations generates redox dynamics, while spatial embedding enforces locality and causality, yielding a distributed redox field. Within this framework, context dependence, nonlinearity, hysteresis, and memory arise naturally from bounded state spaces and irreversible transformations, without requiring ad hoc assumptions. This theory provides a working, predictive interpretative basis for redox biology: it constrains admissible states and trajectories, clarifies the meaning of redox measurements, and links chemical transformation to biological behaviour. Redox biology emerges as a geometric, dynamical process governed by lawful organisation.",https://arxiv.org/abs/2602.08897v1,2602.08897v1,,Chemistry,arXiv,{}
Modeling Protein Evolution via Generative Inference From Monte Carlo Chains to Population Genetics,Leonardo Di Bari; Thierry Mora; Andrea Pagnani; Aleksandra M. Walczak; Francesco Zamponi; Saverio Rossi,2026,q-bio.BM,"Generative models derived from large protein sequence alignments define complex fitness landscapes, but their utility for accurately modeling non-equilibrium evolutionary dynamics remains unclear. In this work, we perform a rigorous comparative analysis of three simulation schemes, designed to mimic evolution in silico by local sampling of the probability distribution defined by a generative model. We compare standard independent Markov Chain Monte Carlo, Monte Carlo on a phylogenetic tree, and a population genetics dynamics, benchmarking their outputs against deep sequencing data from four distinct in vitro evolution experiments. We find that standard Monte Carlo fails to reproduce the correct phylogenetic structure and generates unrealistic, gradual mutational sweeps. Performing Monte Carlo on a tree inferred from data improves phylogenetic fidelity and historical accuracy. The population genetics scheme successfully captures phylogenetic correlations, mutational abundances, and selective sweeps as emergent properties, without the need to infer additional information from data. However, the latter choice come at the price of not sampling the proper generative model distribution at long times. Our findings highlight the crucial role of phylogenetic correlations and finite-population effects in shaping evolutionary trajectories on fitness landscapes. These models therefore provide powerful tools for predicting complex adaptive paths and for reliably extrapolating evolutionary dynamics beyond current experimental limitations.",https://arxiv.org/abs/2602.08641v1,2602.08641v1,,Chemistry,arXiv,{}
BioLM-Score: Language-Prior Conditioned Probabilistic Geometric Potentials for Protein-Ligand Scoring,Zhangfan Yang; Baoyun Chen; Dong Xu; Jia Wang; Ruibin Bai; Junkai Ji; Zexuan Zhu,2026,q-bio.BM,"Protein-ligand scoring is a central component of structure-based drug design, underpinning molecular docking, virtual screening, and pose optimization. Conventional physics-based energy functions are often computationally expensive, limiting their utility in large-scale screening. In contrast, deep learning-based scoring models offer improved computational efficiency but frequently suffer from limited cross-target generalization and poor interpretability, which restrict their practical applicability. Here we present BioLM-Score, a simple yet generalizable protein-ligand scoring model that couples geometric modeling with representation learning. Specifically, it employs modality-specific and structure-aware encoders for proteins and ligands, each augmented with biomolecular language models to enrich structural and chemical representations. Subsequently, these representations are integrated through a mixture density network to predict multimodal interatomic distance distributions, from which statistically grounded likelihood-based scores are derived. Evaluations on the CASF-2016 benchmark demonstrate that BioLM-Score achieves significant improvements across docking, scoring, ranking, and screening tasks. Moreover, the proposed scoring function serves as an effective optimization objective for guiding docking protocols and conformational search. In summary, BioLM-Score provides a principled and practical alternative to existing scoring functions, combining efficiency, generalization, and interpretability for structure-based drug discovery.",https://arxiv.org/abs/2602.18476v1,2602.18476v1,,Chemistry,arXiv,{}
TerraBind: Fast and Accurate Binding Affinity Prediction through Coarse Structural Representations,Matteo Rossi; Ryan Pederson; Miles Wang-Henderson; Ben Kaufman; Edward C. Williams; Carl Underkoffler; Owen Lewis Howell; Adrian Layer; Stephan Thaler; Narbe Mardirossian; John Anthony Parkhill,2026,q-bio.BM,"We present TerraBind, a foundation model for protein-ligand structure and binding affinity prediction that achieves 26-fold faster inference than state-of-the-art methods while improving affinity prediction accuracy by $\sim$20\%. Current deep learning approaches to structure-based drug design rely on expensive all-atom diffusion to generate 3D coordinates, creating inference bottlenecks that render large-scale compound screening computationally intractable. We challenge this paradigm with a critical hypothesis: full all-atom resolution is unnecessary for accurate small molecule pose and binding affinity prediction. TerraBind tests this hypothesis through a coarse pocket-level representation (protein C$_β$ atoms and ligand heavy atoms only) within a multimodal architecture combining COATI-3 molecular encodings and ESM-2 protein embeddings that learns rich structural representations, which are used in a diffusion-free optimization module for pose generation and a binding affinity likelihood prediction module. On structure prediction benchmarks (FoldBench, PoseBusters, Runs N' Poses), TerraBind matches diffusion-based baselines in ligand pose accuracy. Crucially, TerraBind outperforms Boltz-2 by $\sim$20\% in Pearson correlation for binding affinity prediction on both a public benchmark (CASP16) and a diverse proprietary dataset (18 biochemical/cell assays). We show that the affinity prediction module also provides well-calibrated affinity uncertainty estimates, addressing a critical gap in reliable compound prioritization for drug discovery. Furthermore, this module enables a continual learning framework and a hedged batch selection strategy that, in simulated drug discovery cycles, achieves 6$\times$ greater affinity improvement of selected molecules over greedy-based approaches.",https://arxiv.org/abs/2602.07735v1,2602.07735v1,,Chemistry,arXiv,{}
Adaptive Protein Tokenization,Rohit Dilip; Ayush Varshney; David Van Valen,2026,q-bio.BM,"Tokenization is a promising path to multi-modal models capable of jointly understanding protein sequences, structure, and function. Existing protein structure tokenizers create tokens by pooling information from local neighborhoods, an approach that limits their performance on generative and representation tasks. In this work, we present a method for global tokenization of protein structures in which successive tokens contribute increasing levels of detail to a global representation. This change resolves several issues with generative models based on local protein tokenization: it mitigates error accumulation, provides embeddings without sequence-reduction operations, and allows task-specific adaptation of a tokenized sequence's information content. We validate our method on reconstruction, generative, and representation tasks and demonstrate that it matches or outperforms existing models based on local protein structure tokenizers. We show how adaptive tokens enable inference criteria based on information content, which boosts designability. We validate representations generated from our tokenizer on CATH classification tasks and demonstrate that non-linear probing on our tokenized sequences outperforms equivalent probing on representations from other tokenizers. Finally, we demonstrate how our method supports zero-shot protein shrinking and affinity maturation.",https://arxiv.org/abs/2602.06418v1,2602.06418v1,,Chemistry,arXiv,{}
Mechanisms of AI Protein Folding in ESMFold,Kevin Lu; Jannik Brinkmann; Stefan Huber; Aaron Mueller; Yonatan Belinkov; David Bau; Chris Wendler,2026,q-bio.BM,"How do protein structure prediction models fold proteins? We investigate this question by tracing how ESMFold folds a beta hairpin, a prevalent structural motif. Through counterfactual interventions on model latents, we identify two computational stages in the folding trunk. In the first stage, early blocks initialize pairwise biochemical signals: residue identities and associated biochemical features such as charge flow from sequence representations into pairwise representations. In the second stage, late blocks develop pairwise spatial features: distance and contact information accumulate in the pairwise representation. We demonstrate that the mechanisms underlying structural decisions of ESMFold can be localized, traced through interpretable representations, and manipulated with strong causal effects.",https://arxiv.org/abs/2602.06020v2,2602.06020v2,,Chemistry,arXiv,{}
CPTCs Drive Somatic-Visceral Communication via the Wnt Axis in Somatic Mechanotherapy: A Single-Cell Deep Learning Study,Haixiang Huang; Zhenwei Zhang; BingBing Shen; Jianming Yue; Lu Mei; Xudong Zhu; Yonghong Shi; Qianmei Zhu; Yeping Shi; Yifan Luo; Yitong Xing; Meng Dai; Qiusheng Chen,2026,q-bio.BM,"Somatic mechanical stimulation (e.g., acupuncture) exerts systemic immunomodulatory effects, yet the cellular bridge translating peripheral physical force into visceral repair remains elusive. Here, employing a custom interpretable deep learning framework (CARSS) on single-cell RNA sequencing data, we identify CD34$^{+}$PDGFR$α$$^{+}$ telocytes (CPTCs) as the primary mechanosensors in both fascia and colon during bacterial colitis. We show that somatic mechanotherapy triggers an AP-1/Hsp70-dependent transcriptional program in fascial CPTCs, inducing systemic Wnt elevation, which elicits a ""transcriptional resonance"" in colonic CPTCs, reprogramming their communication network from an inflammatory amplifier to a Wnt-driven regenerative hub. Mechanistically, this axis activates epithelial $β$-catenin/Myc signaling, suppressing apoptosis and restoring barrier integrity independent of immune cells. Our findings define a CPTC-Driven Mechano-Resonance Axis, where CPTCs serve as synchronized relay stations that convert local mechanical cues into systemic regenerative microenvironments.",https://arxiv.org/abs/2602.05451v2,2602.05451v2,,Chemistry,arXiv,{}
Protein Autoregressive Modeling via Multiscale Structure Generation,Yanru Qu; Cheng-Yen Hsieh; Zaixiang Zheng; Ge Liu; Quanquan Gu,2026,q-bio.BM,"We present protein autoregressive modeling (PAR), the first multi-scale autoregressive framework for protein backbone generation via coarse-to-fine next-scale prediction. Using the hierarchical nature of proteins, PAR generates structures that mimic sculpting a statue, forming a coarse topology and refining structural details over scales. To achieve this, PAR consists of three key components: (i) multi-scale downsampling operations that represent protein structures across multiple scales during training; (ii) an autoregressive transformer that encodes multi-scale information and produces conditional embeddings to guide structure generation; (iii) a flow-based backbone decoder that generates backbone atoms conditioned on these embeddings. Moreover, autoregressive models suffer from exposure bias, caused by the training and the generation procedure mismatch, and substantially degrades structure generation quality. We effectively alleviate this issue by adopting noisy context learning and scheduled sampling, enabling robust backbone generation. Notably, PAR exhibits strong zero-shot generalization, supporting flexible human-prompted conditional generation and motif scaffolding without requiring fine-tuning. On the unconditional generation benchmark, PAR effectively learns protein distributions and produces backbones of high design quality, and exhibits favorable scaling behavior. Together, these properties establish PAR as a promising framework for protein structure generation.",https://arxiv.org/abs/2602.04883v1,2602.04883v1,,Chemistry,arXiv,{}
Generative AI for Enzyme Design and Biocatalysis,Lasse Middendorf; Noelia Ferruz,2026,q-bio.BM,"Sparked by innovations in generative artificial intelligence (AI), the field of protein design has undergone a paradigm shift with an explosion of new models for optimizing existing enzymes or creating them from scratch. After more than one decade of low success rates for computationally designed enzymes, generative AI models are now frequently used for designing proficient enzymes. Here, we provide a comprehensive overview and classification of generative AI models for enzyme design, highlighting models with experimental validation relevant to real-world settings and outlining their respective limitations. We argue that generative AI models now have the maturity to create and optimize enzymes for industrial applications. Wider adoption of generative AI models with experimental feedback loops can speed up the development of biocatalysts and serve as a community assessment to inform the next generation of models.",https://arxiv.org/abs/2602.03779v1,2602.03779v1,,Chemistry,arXiv,{}
A Large-Scale Dataset for Molecular Structure-Language Description via a Rule-Regularized Method,Feiyang Cai; Guijuan He; Yi Hu; Jingjing Wang; Joshua Luo; Tianyu Zhu; Srikanth Pilla; Gang Li; Ling Liu; Feng Luo,2026,q-bio.BM,"Molecular function is largely determined by structure. Accurately aligning molecular structure with natural language is therefore essential for enabling large language models (LLMs) to reason about downstream chemical tasks. However, the substantial cost of human annotation makes it infeasible to construct large-scale, high-quality datasets of structure-grounded descriptions. In this work, we propose a fully automated annotation framework for generating precise molecular structure descriptions at scale. Our approach builds upon and extends a rule-based chemical nomenclature parser to interpret IUPAC names and construct enriched, structured XML metadata that explicitly encodes molecular structure. This metadata is then used to guide LLMs in producing accurate natural-language descriptions. Using this framework, we curate a large-scale dataset of approximately $163$k molecule-description pairs. A rigorous validation protocol combining LLM-based and expert human evaluation on a subset of $2,000$ molecules demonstrates a high description precision of $98.6\%$. The resulting dataset provides a reliable foundation for future molecule-language alignment, and the proposed annotation method is readily extensible to larger datasets and broader chemical tasks that rely on structural descriptions.",https://arxiv.org/abs/2602.02320v2,2602.02320v2,,Chemistry,arXiv,{}
Scalable Spatio-Temporal SE(3) Diffusion for Long-Horizon Protein Dynamics,Nima Shoghi; Yuxuan Liu; Yuning Shen; Rob Brekelmans; Pan Li; Quanquan Gu,2026,q-bio.BM,"Molecular dynamics (MD) simulations remain the gold standard for studying protein dynamics, but their computational cost limits access to biologically relevant timescales. Recent generative models have shown promise in accelerating simulations, yet they struggle with long-horizon generation due to architectural constraints, error accumulation, and inadequate modeling of spatio-temporal dynamics. We present STAR-MD (Spatio-Temporal Autoregressive Rollout for Molecular Dynamics), a scalable SE(3)-equivariant diffusion model that generates physically plausible protein trajectories over microsecond timescales. Our key innovation is a causal diffusion transformer with joint spatio-temporal attention that efficiently captures complex space-time dependencies while avoiding the memory bottlenecks of existing methods. On the standard ATLAS benchmark, STAR-MD achieves state-of-the-art performance across all metrics--substantially improving conformational coverage, structural validity, and dynamic fidelity compared to previous methods. STAR-MD successfully extrapolates to generate stable microsecond-scale trajectories where baseline methods fail catastrophically, maintaining high structural quality throughout the extended rollout. Our comprehensive evaluation reveals severe limitations in current models for long-horizon generation, while demonstrating that STAR-MD's joint spatio-temporal modeling enables robust dynamics simulation at biologically relevant timescales, paving the way for accelerated exploration of protein function.",https://arxiv.org/abs/2602.02128v2,2602.02128v2,,Chemistry,arXiv,{}
